market,label,horizon_days,bucket,nobs,mean_return_pct,t_stat_hac,p_value_hac,hit_rate,forward_vol,mean_drawdown_pct
zn,10y Treasury note,5,bottom 10%,224,-0.0636033829837116,-0.5183399404123264,0.6042211107749209,0.4732142857142857,0.057061079338591135,-0.5846354559505255
zn,10y Treasury note,5,10-25%,340,-0.31499589210427753,-3.662161384467812,0.00025009621624263957,0.3352941176470588,0.0596867832955695,-0.7108368819201333
zn,10y Treasury note,5,25-75%,1129,-0.00261731095207445,-0.047566679554525454,0.9620615878196666,0.4800708591674048,0.06387827873855954,-0.6319102964120735
zn,10y Treasury note,5,75-90%,339,0.22709663071075664,2.7622786725564135,0.005739946353599349,0.5634218289085545,0.061261394588135926,-0.519910140071442
zn,10y Treasury note,5,top 10%,224,-0.21817808081710807,-1.1742241342395925,0.2403052616055712,0.47767857142857145,0.06720180313192439,-0.7989964061910191
zn,10y Treasury note,10,bottom 10%,224,-0.07727809031633132,-0.3174537132187025,0.7508993559082849,0.5267857142857143,0.058305110069535634,-1.0500011870452701
zn,10y Treasury note,10,10-25%,340,-0.6677289030260153,-4.180639866609894,2.9068994217758645e-05,0.2911764705882353,0.060704102664053405,-1.3751418421615786
zn,10y Treasury note,10,25-75%,1129,0.002165303347327836,0.019798864152954725,0.9842038239813927,0.49601417183348095,0.06726641291461927,-1.1692906574846695
zn,10y Treasury note,10,75-90%,339,0.31550538735529593,2.155120396734027,0.031152413995014804,0.6371681415929203,0.06368670918704929,-1.019325324978505
zn,10y Treasury note,10,top 10%,219,-0.1807647605355578,-0.5365166882760113,0.5916015054292478,0.4794520547945205,0.06705974313808817,-1.3365223160665385
zn,10y Treasury note,21,bottom 10%,224,-0.14433349097993597,-0.28265345432576544,0.7774424997908971,0.45982142857142855,0.0573827679282989,-1.8102174575965646
zn,10y Treasury note,21,10-25%,340,-1.1438901719195496,-3.9395125379343967,8.16473352814587e-05,0.26176470588235295,0.0619595499872246,-2.3993250460221374
zn,10y Treasury note,21,25-75%,1129,-0.05049983801164098,-0.23561099452064724,0.8137345412290521,0.49867139061116034,0.07015405327951042,-2.0541267190415673
zn,10y Treasury note,21,75-90%,332,0.4801181316767029,1.4769046103689067,0.1397012089311933,0.6144578313253012,0.06330034708680603,-1.6730822899120212
zn,10y Treasury note,21,top 10%,215,0.09925779544457253,0.16749337938324332,0.8669818564335308,0.49767441860465117,0.06338866795980072,-1.9263869552614017
6e,Euro FX,5,bottom 10%,224,0.04596509024852115,0.46953199113288746,0.6386894235697511,0.4642857142857143,0.05307830452932829,-0.5156738465321641
6e,Euro FX,5,10-25%,338,-0.09223005730068337,-1.4855835161976145,0.13738931777586777,0.4289940828402367,0.04151155394224559,-0.451641071331217
6e,Euro FX,5,25-75%,1130,0.0007780954695020191,0.01898860420490047,0.984850196299289,0.48672566371681414,0.04445907100553519,-0.4413178705636872
6e,Euro FX,5,75-90%,337,0.0909300086547383,1.4713575481388648,0.14119444764071815,0.5311572700296736,0.043039961494703856,-0.41492115228995585
6e,Euro FX,5,top 10%,227,0.05740067950769741,0.6940736641726949,0.4876360134550273,0.5418502202643172,0.04681547388772251,-0.4348983952671025
6e,Euro FX,10,bottom 10%,224,0.06709527352073101,0.3603556107773845,0.7185812173091708,0.4642857142857143,0.05548557402787465,-0.9630551448101278
6e,Euro FX,10,10-25%,338,-0.14675880113217357,-1.184946096958725,0.2360387598600011,0.46745562130177515,0.04305832910462856,-0.8444423154759048
6e,Euro FX,10,25-75%,1125,-0.006385224893909778,-0.0826379191043043,0.9341394492916166,0.4871111111111111,0.04597295596268008,-0.8093753576766545
6e,Euro FX,10,75-90%,337,0.1408457572351913,1.396517212390986,0.1625588010449508,0.5103857566765578,0.04400342833511067,-0.7554614584981816
6e,Euro FX,10,top 10%,227,0.1882094095353321,1.0016379669655953,0.3165184769477316,0.5814977973568282,0.048865309809858766,-0.7787227095145048
6e,Euro FX,21,bottom 10%,224,0.30480068481545347,0.6933020455180159,0.4881200196333976,0.5446428571428571,0.054528771805783284,-1.4957930678392861
6e,Euro FX,21,10-25%,338,-0.10896838461771217,-0.5038800241556539,0.6143456887387445,0.4230769230769231,0.044259264970827036,-1.3730685527146826
6e,Euro FX,21,25-75%,1116,-0.097985671859441,-0.6005932835440737,0.5481109125423442,0.482078853046595,0.046994247708747994,-1.4123301623277822
6e,Euro FX,21,75-90%,335,0.34166491219536566,1.7492991115137133,0.0802393294775714,0.6268656716417911,0.044808915429366075,-1.2547533884229274
6e,Euro FX,21,top 10%,227,0.2558577818444474,0.694674256180298,0.48725946494283157,0.5418502202643172,0.04803970971648226,-1.3229703531382113
cl,WTI crude oil,5,bottom 10%,227,-1.4465876801865085,-1.2464454404992558,0.21260090764057005,0.43171806167400884,0.38805944710060214,-4.743301360460296
cl,WTI crude oil,5,10-25%,336,-1.0027315656856037,-1.892243157496683,0.05845859060257027,0.4255952380952381,0.3327197772114308,-3.654102710760117
cl,WTI crude oil,5,25-75%,1125,0.3940466373086599,1.5395490014575584,0.12367032478822403,0.5697777777777778,0.29920889297655645,-2.848373776472039
cl,WTI crude oil,5,75-90%,340,0.7650803364580334,1.3857871190882174,0.16581191673908502,0.5470588235294118,0.3149969500487178,-2.867683669648973
cl,WTI crude oil,5,top 10%,228,-0.05788009970915732,-0.09166741726893288,0.9269622856152815,0.5219298245614035,0.3361854183861186,-3.2741692250009025
cl,WTI crude oil,10,bottom 10%,227,-2.5770595115325925,-0.9191845637565073,0.3579990437010435,0.4052863436123348,0.3950629093677961,-9.16094324037351
cl,WTI crude oil,10,10-25%,332,-2.059986495736728,-1.8241129706256378,0.0681349950183332,0.39156626506024095,0.34047238281465453,-7.121771327843203
cl,WTI crude oil,10,25-75%,1124,0.6336072556414867,1.3470061463338228,0.17797825315903626,0.5569395017793595,0.3081776139436774,-5.12440886561855
cl,WTI crude oil,10,75-90%,340,1.9331814155388323,2.020327197880855,0.04334945944457717,0.6058823529411764,0.32251702997326,-5.044505339201217
cl,WTI crude oil,10,top 10%,228,-0.10432406155164048,-0.07532195757904195,0.939958551483789,0.5921052631578947,0.35779423001300314,-6.434620267904009
cl,WTI crude oil,21,bottom 10%,227,-5.793853407300602,-0.8555965765028941,0.3922209642529887,0.44493392070484583,0.3990576006656782,-18.400177572786546
cl,WTI crude oil,21,10-25%,332,-4.540737875412919,-1.9068716569526232,0.056537209262032755,0.39457831325301207,0.3484998340118944,-12.850777163413033
cl,WTI crude oil,21,25-75%,1113,1.3032885344132294,1.3437727980686085,0.17902186831736344,0.5660377358490566,0.3169258122685203,-8.75267128278926
cl,WTI crude oil,21,75-90%,340,3.8982475288986427,2.621022048643262,0.008766659192635693,0.65,0.3178322656724368,-7.68855848629459
cl,WTI crude oil,21,top 10%,228,0.7220011495698538,0.24535845461097167,0.8061788943584526,0.6491228070175439,0.37214633299353894,-11.05829520813556
gc,Gold,5,bottom 10%,222,0.28025281488845855,1.2100301305510486,0.2262673313943404,0.5900900900900901,0.13083933828389707,-1.1453631949414007
gc,Gold,5,10-25%,337,0.11819375534485718,0.7448395574737184,0.4563687180135205,0.5222551928783383,0.10878474280733375,-1.0402004145534751
gc,Gold,5,25-75%,1129,0.24036805178179332,2.352197316975534,0.01866287195406675,0.5615589016829052,0.11432726008646703,-1.056034269457831
gc,Gold,5,75-90%,340,0.15500854374478856,0.8871006977475391,0.3750246884489524,0.5205882352941177,0.1266857075036323,-1.158326832279931
gc,Gold,5,top 10%,228,0.45972677877672874,2.0200870057554194,0.04337436346898923,0.5833333333333334,0.1259316083016107,-1.0720963237510168
gc,Gold,10,bottom 10%,217,0.4307329553884224,1.0820305100584298,0.2792389711694596,0.6129032258064516,0.12894284186825947,-2.0540289993566065
gc,Gold,10,10-25%,337,0.3094601082471007,1.0541561690977599,0.2918114235489804,0.5133531157270029,0.11299896477164306,-1.8674320914232896
gc,Gold,10,25-75%,1129,0.6198016020597412,3.364828262971387,0.0007659131557688594,0.604074402125775,0.11986515617280508,-1.8845813875747977
gc,Gold,10,75-90%,340,0.08118677165504211,0.25886723642725684,0.7957376782363046,0.4970588235294118,0.13009963607998487,-2.2229427146592413
gc,Gold,10,top 10%,228,0.6486823373845844,1.6578937107507519,0.097338921826052,0.5877192982456141,0.1329913830252399,-2.0418965826400015
gc,Gold,21,bottom 10%,213,1.1345709865815348,1.6948590032146518,0.0901021712704963,0.6525821596244131,0.12583476771682955,-3.221633932086295
gc,Gold,21,10-25%,332,0.7621866088457255,1.1066855470466068,0.26842990626929597,0.5060240963855421,0.11622902496945817,-3.036250210077174
gc,Gold,21,25-75%,1127,1.4963315977793186,3.7691950643251673,0.00016377486018008978,0.6557231588287489,0.12184582740382488,-2.9598974892787755
gc,Gold,21,75-90%,340,-0.31278928983606663,-0.7299865215034174,0.46539842343833004,0.40294117647058825,0.13297872866788604,-3.851313900723352
gc,Gold,21,top 10%,228,1.102756335595063,1.4982091738210002,0.13407891290519072,0.618421052631579,0.13435354132883687,-3.334599988908464
