series,reference_period,vintage_date,value
cpi,2020-09-01,2020-10-14,285.9983619500894
cpi,2020-09-01,2020-11-16,286.04929133098204
cpi,2020-09-01,2021-01-14,286.0361249515401
cpi,2020-10-01,2020-11-16,286.9082786124787
cpi,2020-10-01,2020-12-16,286.9312643761076
cpi,2020-10-01,2021-02-16,286.9054870290498
cpi,2020-11-01,2020-12-14,288.34940067860555
cpi,2020-11-01,2021-01-14,288.4652051997982
cpi,2020-11-01,2021-03-15,288.43336160099415
cpi,2020-12-01,2021-01-14,289.2063764556291
cpi,2020-12-01,2021-02-15,289.1894078672384
cpi,2020-12-01,2021-04-14,289.0098359120538
cpi,2021-01-01,2021-02-15,289.0888876537003
cpi,2021-01-01,2021-03-15,289.2245616310933
cpi,2021-01-01,2021-05-17,289.232728325052
cpi,2021-02-01,2021-03-15,289.7841347361974
cpi,2021-02-01,2021-04-15,289.83544872275627
cpi,2021-02-01,2021-06-15,289.62550546683605
cpi,2021-03-01,2021-04-14,290.9794341992632
cpi,2021-03-01,2021-05-14,290.8143495549829
cpi,2021-03-01,2021-07-14,290.9174712923832
cpi,2021-04-01,2021-05-14,291.89011446069964
cpi,2021-04-01,2021-06-14,291.8964906851314
cpi,2021-04-01,2021-08-16,292.03234749781114
cpi,2021-05-01,2021-06-14,293.86325775283177
cpi,2021-05-01,2021-07-14,293.74813083571536
cpi,2021-05-01,2021-09-14,293.830196555341
cpi,2021-06-01,2021-07-14,294.47641864481994
cpi,2021-06-01,2021-08-16,294.2803101697281
cpi,2021-06-01,2021-10-14,294.3052001232452
cpi,2021-07-01,2021-08-16,295.37245773615905
cpi,2021-07-01,2021-09-16,295.2673348335717
cpi,2021-07-01,2021-11-16,295.26553606633837
cpi,2021-08-01,2021-09-14,296.5028923790225
cpi,2021-08-01,2021-10-14,296.4636819306827
cpi,2021-08-01,2021-12-14,296.45575971450285
cpi,2021-09-01,2021-10-14,297.5734341194149
cpi,2021-09-01,2021-11-15,297.78292454723595
cpi,2021-09-01,2022-01-14,297.619003613679
cpi,2021-10-01,2021-11-15,298.20978412315134
cpi,2021-10-01,2021-12-15,298.44382217558353
cpi,2021-10-01,2022-02-15,298.4391576343623
cpi,2021-11-01,2021-12-14,298.727765350123
cpi,2021-11-01,2022-01-14,298.73521095663585
cpi,2021-11-01,2022-03-14,298.8997194010527
cpi,2021-12-01,2022-01-14,299.27320044565647
cpi,2021-12-01,2022-02-14,299.096682583529
cpi,2021-12-01,2022-04-14,299.2909369525617
cpi,2022-01-01,2022-02-14,299.5897147176141
cpi,2022-01-01,2022-03-14,299.5548092835552
cpi,2022-01-01,2022-05-16,299.64509613222276
cpi,2022-02-01,2022-03-14,300.10905557211953
cpi,2022-02-01,2022-04-14,300.1107134703648
cpi,2022-02-01,2022-06-14,300.10633909133685
cpi,2022-03-01,2022-04-14,300.6818886417908
cpi,2022-03-01,2022-05-16,300.761819246937
cpi,2022-03-01,2022-07-14,300.99291407242964
cpi,2022-04-01,2022-05-16,301.467529732895
cpi,2022-04-01,2022-06-16,301.16896666576076
cpi,2022-04-01,2022-08-16,301.1165868258288
cpi,2022-05-01,2022-06-14,302.37752951925125
cpi,2022-05-01,2022-07-14,302.10335414068663
cpi,2022-05-01,2022-09-14,301.8956441807166
cpi,2022-06-01,2022-07-14,303.22479542321463
cpi,2022-06-01,2022-08-15,303.1679659939558
cpi,2022-06-01,2022-10-14,302.9813796755872
cpi,2022-07-01,2022-08-15,303.5411439636761
cpi,2022-07-01,2022-09-15,303.4282979781289
cpi,2022-07-01,2022-11-15,303.3001810519929
cpi,2022-08-01,2022-09-14,303.78666319935644
cpi,2022-08-01,2022-10-14,303.81399950788915
cpi,2022-08-01,2022-12-14,303.87832538502585
cpi,2022-09-01,2022-10-14,304.24479429232724
cpi,2022-09-01,2022-11-14,304.33792647532783
cpi,2022-09-01,2023-01-16,304.34680284768365
cpi,2022-10-01,2022-11-14,304.86597929443974
cpi,2022-10-01,2022-12-14,305.07590532753017
cpi,2022-10-01,2023-02-14,305.1876726957159
cpi,2022-11-01,2022-12-14,305.51310824258854
cpi,2022-11-01,2023-01-16,305.5831908682953
cpi,2022-11-01,2023-03-14,305.8453004979394
cpi,2022-12-01,2023-01-16,306.44370183587506
cpi,2022-12-01,2023-02-16,306.52073789055197
cpi,2022-12-01,2023-04-17,306.3322970545636
cpi,2023-01-01,2023-02-14,306.8306017437223
cpi,2023-01-01,2023-03-14,306.6830946737125
cpi,2023-01-01,2023-05-15,306.8784502301558
cpi,2023-02-01,2023-03-14,308.0027624322895
cpi,2023-02-01,2023-04-14,307.9296217049584
cpi,2023-02-01,2023-06-14,307.98976114814764
cpi,2023-03-01,2023-04-14,308.6116446770319
cpi,2023-03-01,2023-05-15,308.6402348194064
cpi,2023-03-01,2023-07-14,308.76287286276477
cpi,2023-04-01,2023-05-15,310.1079311674755
cpi,2023-04-01,2023-06-15,310.10883556067955
cpi,2023-04-01,2023-08-15,310.0184365877741
cpi,2023-05-01,2023-06-14,311.26557411788497
cpi,2023-05-01,2023-07-14,311.1679990508536
cpi,2023-05-01,2023-09-14,311.2139129169025
cpi,2023-06-01,2023-07-14,311.03981590125306
cpi,2023-06-01,2023-08-14,310.87499620000773
cpi,2023-06-01,2023-10-16,310.763573266915
cpi,2023-07-01,2023-08-14,312.0689150372121
cpi,2023-07-01,2023-09-14,312.0905363872272
cpi,2023-07-01,2023-11-14,312.14137733918665
cpi,2023-08-01,2023-09-14,312.77322043189065
cpi,2023-08-01,2023-10-16,312.75249438717174
cpi,2023-08-01,2023-12-14,313.0277794228434
cpi,2023-09-01,2023-10-16,314.2687273158617
cpi,2023-09-01,2023-11-16,314.1906865906785
cpi,2023-09-01,2024-01-16,313.9649048838103
cpi,2023-10-01,2023-11-14,314.4202840116493
cpi,2023-10-01,2023-12-14,314.5397866301706
cpi,2023-10-01,2024-02-14,314.42165716900814
cpi,2023-11-01,2023-12-14,315.24296680065567
cpi,2023-11-01,2024-01-15,315.13955485838187
cpi,2023-11-01,2024-03-14,315.2175928147956
cpi,2023-12-01,2024-01-15,315.8962462655927
cpi,2023-12-01,2024-02-15,315.8837894351751
cpi,2023-12-01,2024-04-15,315.9144646476076
cpi,2024-01-01,2024-02-14,316.86465109079836
cpi,2024-01-01,2024-03-14,316.9358433727953
cpi,2024-01-01,2024-05-14,316.8958834252614
cpi,2024-02-01,2024-03-14,315.7128261113488
cpi,2024-02-01,2024-04-15,315.96820189892344
cpi,2024-02-01,2024-06-14,316.12033328247657
cpi,2024-03-01,2024-04-15,316.46979248812374
cpi,2024-03-01,2024-05-15,316.3516960610584
cpi,2024-03-01,2024-07-15,316.3392643819218
cpi,2024-04-01,2024-05-14,316.7376190775044
cpi,2024-04-01,2024-06-14,316.5409826830851
cpi,2024-04-01,2024-08-14,316.52373199111213
cpi,2024-05-01,2024-06-14,317.94622592425486
cpi,2024-05-01,2024-07-15,317.96590124238435
cpi,2024-05-01,2024-09-16,317.98537825928145
cpi,2024-06-01,2024-07-15,318.90080234190043
cpi,2024-06-01,2024-08-15,318.927927598437
cpi,2024-06-01,2024-10-15,319.01944157997156
cpi,2024-07-01,2024-08-14,320.2402283685679
cpi,2024-07-01,2024-09-16,320.36046219363334
cpi,2024-07-01,2024-11-14,320.05058747302235
cpi,2024-08-01,2024-09-16,320.93558594084953
cpi,2024-08-01,2024-10-16,320.86012263364154
cpi,2024-08-01,2024-12-16,320.90416656150455
cpi,2024-09-01,2024-10-14,321.16725788372236
cpi,2024-09-01,2024-11-14,320.9569546139136
cpi,2024-09-01,2025-01-14,320.9189929609144
cpi,2024-10-01,2024-11-14,321.5977151100046
cpi,2024-10-01,2024-12-16,321.5463672078807
cpi,2024-10-01,2025-02-14,321.40768634922034
cpi,2024-11-01,2024-12-16,323.3010674335039
cpi,2024-11-01,2025-01-16,323.23892876437804
cpi,2024-11-01,2025-03-17,323.22243116646854
cpi,2024-12-01,2025-01-14,323.8310691318451
cpi,2024-12-01,2025-02-14,323.6293782615933
cpi,2024-12-01,2025-04-14,323.76078709141905
cpi,2025-01-01,2025-02-14,325.51549448950493
cpi,2025-01-01,2025-03-14,325.3992353334528
cpi,2025-01-01,2025-05-14,325.23579243260764
cpi,2025-02-01,2025-03-14,326.29791810774924
cpi,2025-02-01,2025-04-14,326.4764594524135
cpi,2025-02-01,2025-06-16,326.36970490012067
cpi,2025-03-01,2025-04-14,326.54071314423487
cpi,2025-03-01,2025-05-14,326.6562350855393
cpi,2025-03-01,2025-07-14,326.8222947239643
cpi,2025-04-01,2025-05-14,327.7293231185067
cpi,2025-04-01,2025-06-16,327.75439870304274
cpi,2025-04-01,2025-08-14,327.66367552343166
cpi,2025-05-01,2025-06-16,327.64023307294195
cpi,2025-05-01,2025-07-16,327.74422148330694
cpi,2025-05-01,2025-09-16,327.7821112835198
cpi,2025-06-01,2025-07-14,328.75311767438706
cpi,2025-06-01,2025-08-14,328.82007071117647
cpi,2025-06-01,2025-10-14,328.649038538346
cpi,2025-07-01,2025-08-14,329.14325603204117
cpi,2025-07-01,2025-09-15,329.20367163847607
cpi,2025-07-01,2025-11-14,328.98135991161723
cpi,2025-08-01,2025-09-15,328.8860467387272
cpi,2025-08-01,2025-10-15,328.98766443719256
cpi,2025-08-01,2025-12-15,329.0045624243162
cpi,2025-09-01,2025-10-14,329.45472376737655
cpi,2025-09-01,2025-11-14,329.3582136588243
cpi,2025-09-01,2026-01-14,329.31115120008263
cpi,2025-10-01,2025-11-14,329.54067318017434
cpi,2025-10-01,2025-12-15,329.7192634318818
cpi,2025-10-01,2026-02-16,329.9267632853024
cpi,2025-11-01,2025-12-15,330.7151372401474
cpi,2025-11-01,2026-01-15,330.5471775177729
cpi,2025-11-01,2026-03-16,330.7073019358591
cpi,2025-12-01,2026-01-14,331.6523325780077
cpi,2025-12-01,2026-02-16,331.55833890709874
cpi,2025-12-01,2026-04-14,331.42294392147653
cpi,2026-01-01,2026-02-16,331.17323313464817
cpi,2026-01-01,2026-03-16,331.0360636283784
cpi,2026-01-01,2026-05-18,331.0988001632843
cpi,2026-02-01,2026-03-16,331.9250269620378
cpi,2026-02-01,2026-04-16,331.8766434923675
cpi,2026-02-01,2026-06-16,331.6268956538371
cpi,2026-03-01,2026-04-14,331.5182469514159
cpi,2026-03-01,2026-05-14,331.4108348691634
cpi,2026-03-01,2026-07-14,331.56050788857095
cpi,2026-04-01,2026-05-14,332.39179677499914
cpi,2026-04-01,2026-06-15,332.3100278748715
cpi,2026-05-01,2026-06-15,333.4138351102913
cpi,2026-05-01,2026-07-15,333.40309174862637
cpi,2026-06-01,2026-07-14,333.23891991336
gdp,2014-10-01,2015-01-29,17697.368181483787
gdp,2014-10-01,2015-03-02,17710.470146393283
gdp,2014-10-01,2015-04-29,17729.098685455898
gdp,2015-01-01,2015-04-29,17873.135404108998
gdp,2015-01-01,2015-05-29,17866.827347238956
gdp,2015-01-01,2015-07-29,17868.122375814655
gdp,2015-04-01,2015-07-29,18016.404063227485
gdp,2015-04-01,2015-08-31,17996.534916467852
gdp,2015-04-01,2015-10-29,17961.22465355487
gdp,2015-07-01,2015-10-29,17771.106244941748
gdp,2015-07-01,2015-11-30,17812.44156260873
gdp,2015-07-01,2016-01-29,17841.8084245317
gdp,2015-10-01,2016-01-29,17906.89353834647
gdp,2015-10-01,2016-02-29,17897.632769415093
gdp,2015-10-01,2016-04-29,17931.10050153178
gdp,2016-01-01,2016-04-29,18106.097447919816
gdp,2016-01-01,2016-05-30,18068.518173642813
gdp,2016-01-01,2016-07-29,18072.044454005572
gdp,2016-04-01,2016-07-29,18323.229817730826
gdp,2016-04-01,2016-08-29,18290.687261684612
gdp,2016-04-01,2016-10-31,18270.90377936222
gdp,2016-07-01,2016-10-31,18430.5170066276
gdp,2016-07-01,2016-11-30,18416.87916583228
gdp,2016-07-01,2017-01-31,18409.165091455543
gdp,2016-10-01,2017-01-30,18655.090019528594
gdp,2016-10-01,2017-02-28,18669.996658111046
gdp,2016-10-01,2017-05-01,18689.781143752367
gdp,2017-01-01,2017-05-01,18609.375123512385
gdp,2017-01-01,2017-06-01,18625.638908540586
gdp,2017-01-01,2017-08-01,18623.629481406067
gdp,2017-04-01,2017-07-31,18724.186461794132
gdp,2017-04-01,2017-08-31,18782.773690573864
gdp,2017-04-01,2017-10-31,18806.088594983015
gdp,2017-07-01,2017-10-30,18875.439091962613
gdp,2017-07-01,2017-11-30,18896.828727077303
gdp,2017-07-01,2018-01-30,18934.542832030078
gdp,2017-10-01,2018-01-29,19145.95557020956
gdp,2017-10-01,2018-02-28,19144.552418256844
gdp,2017-10-01,2018-04-30,19145.260103785895
gdp,2018-01-01,2018-04-30,19287.748991677152
gdp,2018-01-01,2018-05-30,19284.88507633922
gdp,2018-01-01,2018-07-30,19301.664395145366
gdp,2018-04-01,2018-07-30,19643.68611204388
gdp,2018-04-01,2018-08-30,19664.59888573965
gdp,2018-04-01,2018-10-30,19626.312160628768
gdp,2018-07-01,2018-10-29,20018.432562030594
gdp,2018-07-01,2018-11-29,20048.157383164496
gdp,2018-07-01,2019-01-29,20031.0786487522
gdp,2018-10-01,2019-01-29,20279.80852404151
gdp,2018-10-01,2019-02-28,20312.705927897565
gdp,2018-10-01,2019-04-29,20286.133311350324
gdp,2019-01-01,2019-04-29,20205.121314583663
gdp,2019-01-01,2019-05-29,20214.437591907663
gdp,2019-01-01,2019-07-29,20199.176402626636
gdp,2019-04-01,2019-07-29,20460.355787517667
gdp,2019-04-01,2019-08-29,20429.29780374357
gdp,2019-04-01,2019-10-29,20418.08209590928
gdp,2019-07-01,2019-10-29,20677.89575461584
gdp,2019-07-01,2019-11-29,20626.24591643883
gdp,2019-07-01,2020-01-29,20619.18373553609
gdp,2019-10-01,2020-01-29,20883.115649289568
gdp,2019-10-01,2020-03-02,20888.531617401408
gdp,2019-10-01,2020-04-29,20869.58234877862
gdp,2020-01-01,2020-04-29,21082.247190117705
gdp,2020-01-01,2020-05-29,21085.83578122394
gdp,2020-01-01,2020-07-29,21076.963308542592
gdp,2020-04-01,2020-07-29,21078.630327072147
gdp,2020-04-01,2020-08-31,21043.909431899843
gdp,2020-04-01,2020-10-29,21034.083253789086
gdp,2020-07-01,2020-10-29,21162.468180395073
gdp,2020-07-01,2020-11-30,21136.868645670354
gdp,2020-07-01,2021-01-29,21108.08690647835
gdp,2020-10-01,2021-01-29,21531.89893010298
gdp,2020-10-01,2021-03-01,21533.689429109254
gdp,2020-10-01,2021-04-29,21522.11530515806
gdp,2021-01-01,2021-04-29,21490.210718398805
gdp,2021-01-01,2021-05-31,21530.648702080158
gdp,2021-01-01,2021-07-29,21583.39246290722
gdp,2021-04-01,2021-07-29,21786.905903237708
gdp,2021-04-01,2021-08-30,21759.32580928209
gdp,2021-04-01,2021-10-29,21806.469272953687
gdp,2021-07-01,2021-10-29,21599.84941119234
gdp,2021-07-01,2021-11-29,21627.688824740784
gdp,2021-07-01,2022-01-31,21600.495416583275
gdp,2021-10-01,2022-01-31,21888.483566587336
gdp,2021-10-01,2022-02-28,21904.853288755603
gdp,2021-10-01,2022-05-02,21907.741244277833
gdp,2022-01-01,2022-04-29,21977.136726267385
gdp,2022-01-01,2022-05-30,21934.961588335773
gdp,2022-01-01,2022-07-29,21977.81671859674
gdp,2022-04-01,2022-07-29,22043.3244842707
gdp,2022-04-01,2022-08-29,22068.320799587316
gdp,2022-04-01,2022-10-31,22107.010232578228
gdp,2022-07-01,2022-10-31,22453.397381042578
gdp,2022-07-01,2022-11-30,22468.209806365423
gdp,2022-07-01,2023-01-31,22467.89253192336
gdp,2022-10-01,2023-01-30,22498.99652829477
gdp,2022-10-01,2023-02-28,22484.979944337327
gdp,2022-10-01,2023-05-01,22440.65328549972
gdp,2023-01-01,2023-05-01,22731.718280140547
gdp,2023-01-01,2023-06-01,22749.102329282374
gdp,2023-01-01,2023-08-01,22721.985880236432
gdp,2023-04-01,2023-07-31,23178.50654505407
gdp,2023-04-01,2023-08-31,23160.903834583754
gdp,2023-04-01,2023-10-31,23167.95804662666
gdp,2023-07-01,2023-10-30,23230.440098340216
gdp,2023-07-01,2023-11-30,23224.75523687277
gdp,2023-07-01,2024-01-30,23266.71956487824
gdp,2023-10-01,2024-01-29,23179.345354820405
gdp,2023-10-01,2024-02-29,23196.132149783418
gdp,2023-10-01,2024-04-29,23157.686363941706
gdp,2024-01-01,2024-04-29,23289.14813440277
gdp,2024-01-01,2024-05-29,23266.27018802888
gdp,2024-01-01,2024-07-29,23276.54690668923
gdp,2024-04-01,2024-07-29,23251.096450611585
gdp,2024-04-01,2024-08-29,23269.13463687166
